# Combined CdTe spectra from all Background runs
#  PSF radius Mirror/Leses(cm), 0.075
# Observation Time (s), 10000
# Bin (keV), 0.1 Bin_center(keV),cnts(total)
5.000000e-02,0.000000e+00
1.500000e-01,0.000000e+00
2.500000e-01,0.000000e+00
3.500000e-01,0.000000e+00
4.500000e-01,0.000000e+00
5.500000e-01,0.000000e+00
6.500000e-01,1.000000e+00
7.500000e-01,0.000000e+00
8.500000e-01,0.000000e+00
9.500000e-01,0.000000e+00
1.050000e+00,0.000000e+00
1.150000e+00,0.000000e+00
1.250000e+00,0.000000e+00
1.350000e+00,0.000000e+00
1.450000e+00,0.000000e+00
1.550000e+00,0.000000e+00
1.650000e+00,0.000000e+00
1.750000e+00,0.000000e+00
1.850000e+00,0.000000e+00
1.950000e+00,0.000000e+00
2.050000e+00,0.000000e+00
2.150000e+00,0.000000e+00
2.250000e+00,0.000000e+00
2.350000e+00,0.000000e+00
2.450000e+00,0.000000e+00
2.550000e+00,0.000000e+00
2.650000e+00,1.000000e+00
2.750000e+00,0.000000e+00
2.850000e+00,0.000000e+00
2.950000e+00,0.000000e+00
3.050000e+00,0.000000e+00
3.150000e+00,0.000000e+00
3.250000e+00,0.000000e+00
3.350000e+00,0.000000e+00
3.450000e+00,0.000000e+00
3.550000e+00,0.000000e+00
3.650000e+00,0.000000e+00
3.750000e+00,0.000000e+00
3.850000e+00,0.000000e+00
3.950000e+00,0.000000e+00
4.050000e+00,1.100000e+01
4.150000e+00,9.000000e+00
4.250000e+00,1.200000e+01
4.350000e+00,1.000000e+01
4.450000e+00,1.700000e+01
4.550000e+00,5.000000e+00
4.650000e+00,1.400000e+01
4.750000e+00,1.300000e+01
4.850000e+00,9.000000e+00
4.950000e+00,1.000000e+01
5.050000e+00,0.000000e+00
5.150000e+00,6.000000e+00
5.250000e+00,8.000000e+00
5.350000e+00,6.000000e+00
5.450000e+00,1.100000e+01
5.550000e+00,8.000000e+00
5.650000e+00,5.000000e+00
5.750000e+00,7.000000e+00
5.850000e+00,5.000000e+00
5.950000e+00,7.000000e+00
6.050000e+00,4.000000e+00
6.150000e+00,5.000000e+00
6.250000e+00,6.000000e+00
6.350000e+00,9.000000e+00
6.450000e+00,6.000000e+00
6.550000e+00,1.000000e+00
6.650000e+00,4.000000e+00
6.750000e+00,3.000000e+00
6.850000e+00,3.000000e+00
6.950000e+00,1.100000e+01
7.050000e+00,3.000000e+00
7.150000e+00,6.000000e+00
7.250000e+00,2.000000e+00
7.350000e+00,9.000000e+00
7.450000e+00,7.000000e+00
7.550000e+00,2.000000e+00
7.650000e+00,5.000000e+00
7.750000e+00,5.000000e+00
7.850000e+00,2.000000e+00
7.950000e+00,5.000000e+00
8.050000e+00,4.000000e+00
8.150000e+00,1.000000e+00
8.250000e+00,2.000000e+00
8.350000e+00,7.000000e+00
8.450000e+00,5.000000e+00
8.550000e+00,7.000000e+00
8.650000e+00,5.000000e+00
8.750000e+00,3.000000e+00
8.850000e+00,1.000000e+00
8.950000e+00,3.000000e+00
9.050000e+00,3.000000e+00
9.150000e+00,5.000000e+00
9.250000e+00,3.000000e+00
9.350000e+00,5.000000e+00
9.450000e+00,5.000000e+00
9.550000e+00,7.000000e+00
9.650000e+00,1.000000e+00
9.750000e+00,4.000000e+00
9.850000e+00,4.000000e+00
9.950000e+00,6.000000e+00
1.005000e+01,3.000000e+00
1.015000e+01,3.000000e+00
1.025000e+01,4.000000e+00
1.035000e+01,3.000000e+00
1.045000e+01,7.000000e+00
1.055000e+01,4.000000e+00
1.065000e+01,3.000000e+00
1.075000e+01,2.000000e+00
1.085000e+01,1.000000e+00
1.095000e+01,1.000000e+00
1.105000e+01,2.000000e+00
1.115000e+01,5.000000e+00
1.125000e+01,3.000000e+00
1.135000e+01,5.000000e+00
1.145000e+01,1.000000e+00
1.155000e+01,3.000000e+00
1.165000e+01,1.000000e+00
1.175000e+01,3.000000e+00
1.185000e+01,0.000000e+00
1.195000e+01,0.000000e+00
1.205000e+01,1.000000e+00
1.215000e+01,2.000000e+00
1.225000e+01,5.000000e+00
1.235000e+01,1.000000e+00
1.245000e+01,4.000000e+00
1.255000e+01,2.000000e+00
1.265000e+01,0.000000e+00
1.275000e+01,0.000000e+00
1.285000e+01,8.000000e+00
1.295000e+01,0.000000e+00
1.305000e+01,3.000000e+00
1.315000e+01,2.000000e+00
1.325000e+01,1.000000e+00
1.335000e+01,2.000000e+00
